Date,Open,High,Low,Close,Adj Close,Volume
2000-06-15,45.000000,60.000000,45.000000,45.000000,44.857601,0
2000-06-16,45.000000,60.000000,45.000000,45.000000,44.857601,0
2000-06-19,62.000000,62.000000,62.000000,62.000000,61.803810,30000
2000-06-20,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-21,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-22,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-23,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-26,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-27,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-28,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-29,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-06-30,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-03,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-04,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-05,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-06,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-07,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-10,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-11,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-12,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-13,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-14,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-17,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-18,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-19,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-20,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-21,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-24,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-25,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-26,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-27,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-28,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-07-31,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-01,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-02,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-03,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-04,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-07,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-08,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-09,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-10,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-11,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-14,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-15,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-16,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-17,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-18,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-21,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-22,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-23,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-24,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-25,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-28,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-29,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-30,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-08-31,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-01,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-04,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-05,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-06,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-07,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-08,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-11,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-12,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-13,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-14,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-15,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-18,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-19,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-20,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-21,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-22,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-25,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-26,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-27,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-28,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-09-29,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-02,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-03,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-04,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-05,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-06,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-09,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-10,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-11,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-12,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-13,62.000000,62.000000,62.000000,62.000000,61.803810,0
2000-10-16,62.000000,62.000000,62.000000,62.000000,61.803810,0
