Date,Open,High,Low,Close,Adj Close,Volume
2000-10-23,1.210000,1.210000,1.210000,1.210000,0.569495,3000
2000-10-24,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-10-25,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-10-26,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-10-27,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-10-30,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-10-31,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-01,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-02,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-03,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-06,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-07,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-08,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-09,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-10,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-13,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-14,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-15,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-16,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-17,1.210000,1.210000,1.210000,1.210000,0.569495,0
2000-11-20,1.300000,1.300000,1.300000,1.300000,0.611854,0
2000-11-21,1.300000,1.300000,1.300000,1.300000,0.611854,0
2000-11-22,null,null,null,null,null,null
2000-11-23,null,null,null,null,null,null
2000-11-24,null,null,null,null,null,null
2000-11-27,null,null,null,null,null,null
2000-11-28,null,null,null,null,null,null
2000-11-29,null,null,null,null,null,null
2000-11-30,null,null,null,null,null,null
2000-12-01,null,null,null,null,null,null
2000-12-04,null,null,null,null,null,null
2000-12-05,null,null,null,null,null,null
2000-12-06,null,null,null,null,null,null
2000-12-07,null,null,null,null,null,null
2000-12-08,null,null,null,null,null,null
2000-12-11,null,null,null,null,null,null
