Data,Abertura,Fechamento,Variacao,Minimo,Maximo
"2020-07-02 00:00:00",96206,96235,0.03,96052,97864
"2020-07-03 00:00:00",96237,96765,0.55,95803,96765
"2020-07-06 00:00:00",96776,98937,2.24,96768,99257
"2020-07-07 00:00:00",98937,97761,-1.19,97272,98938
"2020-07-08 00:00:00",97765,99770,2.05,97765,99973
"2020-07-09 00:00:00",99770,99160,-0.61,98861,100191
"2020-07-10 00:00:00",99160,100032,0.88,98739,100101
"2020-07-13 00:00:00",100027,98697,-1.33,98697,100858
"2020-07-14 00:00:00",98699,100440,1.77,98289,100632
"2020-07-15 00:00:00",100444,101791,1.34,100444,102114
"2020-07-16 00:00:00",101791,100553,-1.22,100160,101792
"2020-07-17 00:00:00",100554,102888,2.32,100554,103017
"2020-07-20 00:00:00",102888,104426,1.49,102744,104439
"2020-07-21 00:00:00",104426,104310,-0.11,103732,105449
"2020-07-22 00:00:00",104312,104290,-0.02,103277,104980
"2020-07-23 00:00:00",104291,102293,-1.91,102119,104949
"2020-07-24 00:00:00",102292,102382,0.09,100859,102694
"2020-07-27 00:00:00",102381,104477,2.05,102381,104585
"2020-07-28 00:00:00",104477,104109,-0.35,103592,104663
"2020-07-29 00:00:00",104112,105605,1.44,104112,105704
"2020-07-30 00:00:00",105605,105009,-0.56,103920,105607
"2020-07-31 00:00:00",105010,102912,-2,102642,105462
"2020-08-03 00:00:00",102913,102830,-0.08,102304,103863
"2020-08-04 00:00:00",102826,101216,-1.57,100005,103012
"2020-08-05 00:00:00",101220,102802,1.57,101220,103763
"2020-08-06 00:00:00",102795,104126,1.29,102795,104523
"2020-08-07 00:00:00",104116,102776,-1.3,101957,104126
"2020-08-10 00:00:00",102776,103444,0.65,101282,103722
"2020-08-11 00:00:00",103449,102174,-1.23,102174,104409
"2020-08-12 00:00:00",102176,102118,-0.06,100698,103116
"2020-08-13 00:00:00",102118,100461,-1.62,100187,103237
"2020-08-14 00:00:00",100469,101353,0.89,100445,101717
"2020-08-17 00:00:00",101348,99595,-1.73,98513,101689
"2020-08-18 00:00:00",99597,102065,2.48,99597,102247
"2020-08-19 00:00:00",102072,100854,-1.19,100800,102334
"2020-08-20 00:00:00",100853,101468,0.61,99131,101749
"2020-08-21 00:00:00",101460,101521,0.05,100412,101566
"2020-08-24 00:00:00",101525,102298,0.77,101525,102515
"2020-08-25 00:00:00",102293,102118,-0.18,101623,102708
"2020-08-26 00:00:00",102119,100627,-1.46,99359,102521
"2020-08-27 00:00:00",100625,100624,0,99857,101548
"2020-08-28 00:00:00",100631,102143,1.51,100631,102347
"2020-08-31 00:00:00",102142,99369,-2.72,99369,102142
"2020-09-01 00:00:00",99382,102168,2.82,99382,102238
"2020-09-02 00:00:00",102168,101911,-0.25,100872,102824
"2020-09-03 00:00:00",101911,100721,-1.17,99751,103226
"2020-09-04 00:00:00",100721,101242,0.52,98961,101582
"2020-09-08 00:00:00",101239,100050,-1.18,99373,101239
"2020-09-09 00:00:00",100050,101292,1.24,100050,101578
"2020-09-10 00:00:00",101291,98835,-2.43,98687,101536
"2020-09-11 00:00:00",98839,98363,-0.48,97758,99435
"2020-09-14 00:00:00",98367,100275,1.94,98367,100520
"2020-09-15 00:00:00",100277,100298,0.02,99647,100949
"2020-09-16 00:00:00",100299,99676,-0.62,99663,100663
"2020-09-17 00:00:00",99674,100098,0.42,98562,100251
"2020-09-18 00:00:00",100098,98290,-1.81,98045,100102
"2020-09-21 00:00:00",98283,96991,-1.32,95820,98283
"2020-09-22 00:00:00",96995,97294,0.31,96390,97684
"2020-09-23 00:00:00",97294,95735,-1.6,95728,97389
"2020-09-24 00:00:00",95735,97012,1.33,95653,97955
"2020-09-25 00:00:00",97011,96999,-0.01,95632,97012
"2020-09-28 00:00:00",97005,94666,-2.41,94371,98314
"2020-09-29 00:00:00",94665,93580,-1.15,93408,95505
"2020-09-30 00:00:00",93586,94603,1.09,93584,95340
"2020-10-01 00:00:00",94604,95479,0.93,93599,95486
"2020-10-02 00:00:00",95475,94016,-1.53,93897,95996
"2020-10-05 00:00:00",94019,96089,2.21,93984,96414
"2020-10-06 00:00:00",96091,95615,-0.49,95211,97405
"2020-10-07 00:00:00",95616,95526,-0.09,94881,96380
"2020-10-08 00:00:00",95530,97920,2.51,95530,97938
"2020-10-09 00:00:00",97924,97483,-0.45,97161,98642
"2020-10-13 00:00:00",97483,98503,1.05,97336,98998
"2020-10-14 00:00:00",98502,99334,0.84,98501,99571
"2020-10-15 00:00:00",99328,99054,-0.28,97778,99486
"2020-10-16 00:00:00",99054,98309,-0.75,98309,99172
"2020-10-19 00:00:00",98310,98658,0.35,98310,99917
"2020-10-20 00:00:00",98664,100540,1.91,98664,100722
"2020-10-21 00:00:00",100541,100552,0.01,100149,101586
"2020-10-22 00:00:00",100553,101918,1.36,100457,102020
"2020-10-23 00:00:00",101918,101260,-0.65,101188,102218
"2020-10-26 00:00:00",101260,101017,-0.24,99762,101784
"2020-10-27 00:00:00",101017,99606,-1.4,99414,101660
"2020-10-28 00:00:00",99598,95369,-4.25,95369,99598
"2020-10-29 00:00:00",95368,96582,1.27,93387,96688
